0.0000E+0	3.2633E+1	2.8900E+1
2.5000E-1	3.2670E+1	2.8925E+1
5.0000E-1	3.2672E+1	2.8936E+1
7.5000E-1	3.2712E+1	2.8969E+1
1.0000E+0	3.2753E+1	2.9005E+1
1.2500E+0	3.2785E+1	2.9020E+1
1.5000E+0	3.2815E+1	2.9051E+1
1.7500E+0	3.2848E+1	2.9065E+1
2.0000E+0	3.2855E+1	2.9096E+1
2.2500E+0	3.2893E+1	2.9127E+1
2.5000E+0	3.2934E+1	2.9126E+1
2.7500E+0	3.2964E+1	2.9157E+1
3.0000E+0	3.2987E+1	2.9184E+1
3.2500E+0	3.3019E+1	2.9197E+1
3.5000E+0	3.3063E+1	2.9224E+1
3.7500E+0	3.3108E+1	2.9257E+1
4.0000E+0	3.3125E+1	2.9271E+1
4.2500E+0	3.3170E+1	2.9318E+1
4.5000E+0	3.3204E+1	2.9333E+1
4.7500E+0	3.3225E+1	2.9355E+1
5.0000E+0	3.3247E+1	2.9377E+1
5.2500E+0	3.3285E+1	2.9407E+1
5.5000E+0	3.3350E+1	2.9416E+1
5.7500E+0	3.3360E+1	2.9454E+1
6.0000E+0	3.3383E+1	2.9487E+1
6.2500E+0	3.3428E+1	2.9518E+1
6.5000E+0	3.3462E+1	2.9514E+1
6.7500E+0	3.3519E+1	2.9573E+1
7.0000E+0	3.3548E+1	2.9581E+1
7.2500E+0	3.3579E+1	2.9609E+1
7.5000E+0	3.3618E+1	2.9648E+1
7.7500E+0	3.3684E+1	2.9649E+1
8.0000E+0	3.3709E+1	2.9688E+1
8.2500E+0	3.3725E+1	2.9723E+1
8.5000E+0	3.3781E+1	2.9747E+1
8.7500E+0	3.3805E+1	2.9768E+1
9.0000E+0	3.3852E+1	2.9802E+1
9.2500E+0	3.3879E+1	2.9835E+1
9.5000E+0	3.3929E+1	2.9857E+1
9.7500E+0	3.3960E+1	2.9892E+1
1.0000E+1	3.3989E+1	2.9924E+1
1.0250E+1	3.4039E+1	2.9926E+1
1.0500E+1	3.4085E+1	2.9990E+1
1.0750E+1	3.4112E+1	2.9996E+1
1.1000E+1	3.4152E+1	3.0035E+1
1.1250E+1	3.4174E+1	3.0044E+1
1.1500E+1	3.4237E+1	3.0069E+1
1.1750E+1	3.4288E+1	3.0118E+1
1.2000E+1	3.4313E+1	3.0132E+1
1.2250E+1	3.4355E+1	3.0174E+1
1.2500E+1	3.4378E+1	3.0200E+1
1.2750E+1	3.4427E+1	3.0250E+1
1.3000E+1	3.4472E+1	3.0258E+1
1.3250E+1	3.4529E+1	3.0305E+1
1.3500E+1	3.4584E+1	3.0327E+1
1.3750E+1	3.4603E+1	3.0365E+1
1.4000E+1	3.4667E+1	3.0418E+1
1.4250E+1	3.4695E+1	3.0420E+1
1.4500E+1	3.4731E+1	3.0462E+1
1.4750E+1	3.4800E+1	3.0489E+1
1.5000E+1	3.4829E+1	3.0517E+1
1.5250E+1	3.4873E+1	3.0559E+1
1.5500E+1	3.4942E+1	3.0585E+1
1.5750E+1	3.4958E+1	3.0626E+1
1.6000E+1	3.5019E+1	3.0640E+1
1.6250E+1	3.5072E+1	3.0687E+1
1.6500E+1	3.5103E+1	3.0705E+1
1.6750E+1	3.5159E+1	3.0758E+1
1.7000E+1	3.5221E+1	3.0786E+1
1.7250E+1	3.5252E+1	3.0823E+1
1.7500E+1	3.5293E+1	3.0868E+1
1.7750E+1	3.5355E+1	3.0883E+1
1.8000E+1	3.5390E+1	3.0928E+1
1.8250E+1	3.5449E+1	3.0968E+1
1.8500E+1	3.5473E+1	3.1011E+1
1.8750E+1	3.5540E+1	3.1034E+1
1.9000E+1	3.5584E+1	3.1031E+1
1.9250E+1	3.5615E+1	3.1111E+1
1.9500E+1	3.5677E+1	3.1145E+1
1.9750E+1	3.5740E+1	3.1194E+1
2.0000E+1	3.5777E+1	3.1228E+1
2.0250E+1	3.5833E+1	3.1247E+1
2.0500E+1	3.5861E+1	3.1311E+1
2.0750E+1	3.5903E+1	3.1338E+1
2.1000E+1	3.5960E+1	3.1360E+1
2.1250E+1	3.6007E+1	3.1400E+1
2.1500E+1	3.6065E+1	3.1420E+1
2.1750E+1	3.6117E+1	3.1458E+1
2.2000E+1	3.6192E+1	3.1536E+1
2.2250E+1	3.6218E+1	3.1553E+1
2.2500E+1	3.6277E+1	3.1580E+1
2.2750E+1	3.6319E+1	3.1616E+1
2.3000E+1	3.6373E+1	3.1667E+1
2.3250E+1	3.6442E+1	3.1708E+1
2.3500E+1	3.6465E+1	3.1778E+1
2.3750E+1	3.6524E+1	3.1782E+1
2.4000E+1	3.6601E+1	3.1821E+1
2.4250E+1	3.6645E+1	3.1866E+1
2.4500E+1	3.6700E+1	3.1900E+1
2.4750E+1	3.6764E+1	3.1958E+1
2.5000E+1	3.6809E+1	3.1969E+1
2.5250E+1	3.6851E+1	3.2027E+1
2.5500E+1	3.6909E+1	3.2063E+1
2.5750E+1	3.6980E+1	3.2117E+1
2.6000E+1	3.7034E+1	3.2147E+1
2.6250E+1	3.7092E+1	3.2185E+1
2.6500E+1	3.7135E+1	3.2226E+1
2.6750E+1	3.7191E+1	3.2268E+1
2.7000E+1	3.7250E+1	3.2305E+1
2.7250E+1	3.7321E+1	3.2346E+1
2.7500E+1	3.7354E+1	3.2383E+1
2.7750E+1	3.7408E+1	3.2426E+1
2.8000E+1	3.7471E+1	3.2476E+1
2.8250E+1	3.7545E+1	3.2530E+1
2.8500E+1	3.7602E+1	3.2540E+1
2.8750E+1	3.7650E+1	3.2610E+1
2.9000E+1	3.7717E+1	3.2637E+1
2.9250E+1	3.7768E+1	3.2665E+1
2.9500E+1	3.7838E+1	3.2714E+1
2.9750E+1	3.7887E+1	3.2770E+1
3.0000E+1	3.7943E+1	3.2831E+1
3.0250E+1	3.8017E+1	3.2837E+1
3.0500E+1	3.8057E+1	3.2918E+1
3.0750E+1	3.8124E+1	3.2937E+1
3.1000E+1	3.8179E+1	3.2990E+1
3.1250E+1	3.8247E+1	3.3006E+1
3.1500E+1	3.8292E+1	3.3068E+1
3.1750E+1	3.8375E+1	3.3109E+1
3.2000E+1	3.8453E+1	3.3177E+1
3.2250E+1	3.8499E+1	3.3189E+1
3.2500E+1	3.8569E+1	3.3232E+1
3.2750E+1	3.8634E+1	3.3260E+1
3.3000E+1	3.8698E+1	3.3350E+1
3.3250E+1	3.8753E+1	3.3388E+1
3.3500E+1	3.8820E+1	3.3437E+1
3.3750E+1	3.8870E+1	3.3483E+1
3.4000E+1	3.8938E+1	3.3533E+1
3.4250E+1	3.9008E+1	3.3582E+1
3.4500E+1	3.9049E+1	3.3633E+1
3.4750E+1	3.9101E+1	3.3640E+1
